[2024-09-25 17:08:36] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-09-25 17:08:36] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, create_zip_archive, wrapup
[2024-09-25 17:08:36] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-09-25 17:08:37] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-09-25 17:08:37] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-09-25 17:08:37] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-09-25 17:08:37] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116\
[2024-09-25 17:08:37] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/skallar/
[2024-09-25 17:08:49] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:49] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:49] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:49] [class-ss-page.php:119] Checking Content Identical:d4cd9f2eb5118dcc14f07e65649a0ad244c336b9===. Value: FALSE
[2024-09-25 17:08:49] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/announcements-app.js
[2024-09-25 17:08:49] [class-ss-task.php:58] [PAGES STATUS] Remaining:23; Total: 608
[2024-09-25 17:08:49] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:49] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a1c6b95-E0Isid.tmp
[2024-09-25 17:08:49] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/announcements-app.js?simply_static_page=278
[2024-09-25 17:08:49] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/announcements-app.js?simply_static_page=278
[2024-09-25 17:08:49] [class-ss-url-fetcher.php:103] Filesize: 103923 bytes
[2024-09-25 17:08:49] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-09-25 17:08:49] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/announcements-app.js
[2024-09-25 17:08:49] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a1c6b95-E0Isid.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/announcements-app.js
[2024-09-25 17:08:49] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:49] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:49] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:49] [class-ss-page.php:119] Checking Content Identical:abe1ff5bcc916f6600528bcdc6e45f38f2637be5===. Value: FALSE
[2024-09-25 17:08:49] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/announcements-app.min.js
[2024-09-25 17:08:49] [class-ss-task.php:58] [PAGES STATUS] Remaining:22; Total: 608
[2024-09-25 17:08:49] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:49] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a1d1be8-g5EUOG.tmp
[2024-09-25 17:08:49] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/announcements-app.min.js?simply_static_page=279
[2024-09-25 17:08:49] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/announcements-app.min.js?simply_static_page=279
[2024-09-25 17:08:49] [class-ss-url-fetcher.php:103] Filesize: 28437 bytes
[2024-09-25 17:08:49] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-09-25 17:08:49] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/announcements-app.min.js
[2024-09-25 17:08:49] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a1d1be8-g5EUOG.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/announcements-app.min.js
[2024-09-25 17:08:49] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:49] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:49] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:49] [class-ss-page.php:119] Checking Content Identical:5802c10392983b9e450f98e6274fca6215c6415c===. Value: FALSE
[2024-09-25 17:08:49] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/announcements-app.min.js.LICENSE.txt
[2024-09-25 17:08:49] [class-ss-task.php:58] [PAGES STATUS] Remaining:21; Total: 608
[2024-09-25 17:08:49] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:49] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a1dc0af-JFU6Zg.tmp
[2024-09-25 17:08:49] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/announcements-app.min.js.LICENSE.txt?simply_static_page=280
[2024-09-25 17:08:49] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/announcements-app.min.js.LICENSE.txt?simply_static_page=280
[2024-09-25 17:08:49] [class-ss-url-fetcher.php:103] Filesize: 149 bytes
[2024-09-25 17:08:49] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-09-25 17:08:49] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/announcements-app.min.js.LICENSE.txt
[2024-09-25 17:08:49] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a1dc0af-JFU6Zg.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/announcements-app.min.js.LICENSE.txt
[2024-09-25 17:08:49] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:49] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:49] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:49] [class-ss-page.php:119] Checking Content Identical:b1881002be3d4d5fce842624241a654c954c677f===. Value: FALSE
[2024-09-25 17:08:49] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/app-loader.js
[2024-09-25 17:08:49] [class-ss-task.php:58] [PAGES STATUS] Remaining:20; Total: 608
[2024-09-25 17:08:49] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:49] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a1df523-qhnwTH.tmp
[2024-09-25 17:08:49] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/app-loader.js?simply_static_page=281
[2024-09-25 17:08:49] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/app-loader.js?simply_static_page=281
[2024-09-25 17:08:49] [class-ss-url-fetcher.php:103] Filesize: 267436 bytes
[2024-09-25 17:08:49] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-09-25 17:08:49] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/app-loader.js
[2024-09-25 17:08:49] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a1df523-qhnwTH.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/app-loader.js
[2024-09-25 17:08:49] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:49] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:49] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:49] [class-ss-page.php:119] Checking Content Identical:dd05e4b2da18db966f3e50e1a38892c08dd2e36b===. Value: FALSE
[2024-09-25 17:08:49] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/app-loader.min.js
[2024-09-25 17:08:49] [class-ss-task.php:58] [PAGES STATUS] Remaining:19; Total: 608
[2024-09-25 17:08:49] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:49] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a1f1c03-OyHbv9.tmp
[2024-09-25 17:08:49] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/app-loader.min.js?simply_static_page=282
[2024-09-25 17:08:49] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/app-loader.min.js?simply_static_page=282
[2024-09-25 17:08:49] [class-ss-url-fetcher.php:103] Filesize: 92582 bytes
[2024-09-25 17:08:49] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-09-25 17:08:49] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/app-loader.min.js
[2024-09-25 17:08:49] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a1f1c03-OyHbv9.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/app-loader.min.js
[2024-09-25 17:08:49] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:49] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:50] [class-ss-page.php:119] Checking Content Identical:432e2544f132fc5dede99adf8004e64896cb4fc6===. Value: FALSE
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/app-packages.js
[2024-09-25 17:08:50] [class-ss-task.php:58] [PAGES STATUS] Remaining:18; Total: 608
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a206c16-YF5ldz.tmp
[2024-09-25 17:08:50] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/app-packages.js?simply_static_page=283
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/app-packages.js?simply_static_page=283
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:103] Filesize: 359958 bytes
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/app-packages.js
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a206c16-YF5ldz.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/app-packages.js
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:50] [class-ss-page.php:119] Checking Content Identical:b584fd1048f3a573979be42b868c43e56fe1f332===. Value: FALSE
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/app-packages.min.js
[2024-09-25 17:08:50] [class-ss-task.php:58] [PAGES STATUS] Remaining:17; Total: 608
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a21a4ec-ByzWiP.tmp
[2024-09-25 17:08:50] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/app-packages.min.js?simply_static_page=284
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/app-packages.min.js?simply_static_page=284
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:103] Filesize: 124075 bytes
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/app-packages.min.js
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a21a4ec-ByzWiP.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/app-packages.min.js
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:50] [class-ss-page.php:119] Checking Content Identical:91df70c327fa48f9f089e6f1c9e38d553b19f0e4===. Value: FALSE
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/app-packages.min.js.LICENSE.txt
[2024-09-25 17:08:50] [class-ss-task.php:58] [PAGES STATUS] Remaining:16; Total: 608
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a22b837-8w83aa.tmp
[2024-09-25 17:08:50] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/app-packages.min.js.LICENSE.txt?simply_static_page=285
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/app-packages.min.js.LICENSE.txt?simply_static_page=285
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:103] Filesize: 149 bytes
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/app-packages.min.js.LICENSE.txt
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a22b837-8w83aa.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/app-packages.min.js.LICENSE.txt
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:50] [class-ss-page.php:119] Checking Content Identical:b1881002be3d4d5fce842624241a654c954c677f===. Value: FALSE
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/app.js
[2024-09-25 17:08:50] [class-ss-task.php:58] [PAGES STATUS] Remaining:15; Total: 608
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a22ebc0-dNUPgv.tmp
[2024-09-25 17:08:50] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/app.js?simply_static_page=286
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/app.js?simply_static_page=286
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:103] Filesize: 815383 bytes
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/app.js
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a22ebc0-dNUPgv.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/app.js
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:50] [class-ss-page.php:119] Checking Content Identical:9b1ee4430a4ee7abfa95aad074be823d1a148f90===. Value: FALSE
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/app.min.js
[2024-09-25 17:08:50] [class-ss-task.php:58] [PAGES STATUS] Remaining:14; Total: 608
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a253d3d-eNKDsf.tmp
[2024-09-25 17:08:50] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/app.min.js?simply_static_page=287
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/app.min.js?simply_static_page=287
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:103] Filesize: 299282 bytes
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/app.min.js
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a253d3d-eNKDsf.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/app.min.js
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:50] [class-ss-page.php:119] Checking Content Identical:9d454846d44f45546ec6dec6fd8c49234ad8bdf3===. Value: FALSE
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/app.min.js.LICENSE.txt
[2024-09-25 17:08:50] [class-ss-task.php:58] [PAGES STATUS] Remaining:13; Total: 608
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a271a11-LIM8Lt.tmp
[2024-09-25 17:08:50] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/app.min.js.LICENSE.txt?simply_static_page=288
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/app.min.js.LICENSE.txt?simply_static_page=288
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:103] Filesize: 637 bytes
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/app.min.js.LICENSE.txt
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a271a11-LIM8Lt.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/app.min.js.LICENSE.txt
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:50] [class-ss-page.php:119] Checking Content Identical:a8cd41f35d9642d28759efe1289925bbcd65eab1===. Value: FALSE
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/atomic-widgets-editor.js
[2024-09-25 17:08:50] [class-ss-task.php:58] [PAGES STATUS] Remaining:12; Total: 608
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a274fb1-2hVgO5.tmp
[2024-09-25 17:08:50] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/atomic-widgets-editor.js?simply_static_page=289
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/atomic-widgets-editor.js?simply_static_page=289
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:103] Filesize: 299142 bytes
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/atomic-widgets-editor.js
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a274fb1-2hVgO5.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/atomic-widgets-editor.js
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:50] [class-ss-page.php:119] Checking Content Identical:b3d4c3b4964e2e47f86001b2f5cef9b9972b38e6===. Value: FALSE
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/atomic-widgets-editor.min.js
[2024-09-25 17:08:50] [class-ss-task.php:58] [PAGES STATUS] Remaining:11; Total: 608
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a288392-jISodr.tmp
[2024-09-25 17:08:50] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/atomic-widgets-editor.min.js?simply_static_page=290
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/atomic-widgets-editor.min.js?simply_static_page=290
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:103] Filesize: 105442 bytes
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/atomic-widgets-editor.min.js
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a288392-jISodr.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/atomic-widgets-editor.min.js
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:50] [class-ss-page.php:119] Checking Content Identical:edf1b9ad8493070e78d162a43700a275035a9a95===. Value: FALSE
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/b7931adecb98651a09c7.bundle.min.js
[2024-09-25 17:08:50] [class-ss-task.php:58] [PAGES STATUS] Remaining:10; Total: 608
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a29a7ee-Fvalny.tmp
[2024-09-25 17:08:50] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/b7931adecb98651a09c7.bundle.min.js?simply_static_page=291
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/b7931adecb98651a09c7.bundle.min.js?simply_static_page=291
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:103] Filesize: 5827 bytes
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/b7931adecb98651a09c7.bundle.min.js
[2024-09-25 17:08:50] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a29a7ee-Fvalny.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/b7931adecb98651a09c7.bundle.min.js
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:50] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
